label,Pleiades place,Name,Transliteration,Language,source citation,source link,source citation 2,source link 2,source citation 3,source link 3,date attested,creators,details
Baclanaza,814662,تبوك,Tabuk,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,Wikidata: Q244232,https://www.wikidata.org/wiki/Q244232,GeoNames: 101628,http://www.geonames.org/101628/tabuk.html,Modern,vvitale,
Jerusalem,687928,القدس,Al-Quds,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,Wikidata: Q1218,https://www.wikidata.org/wiki/Q1218,GeoNames: 281184,http://www.geonames.org/281184/jerusalem.html,Modern,,
Macoraba,29652,مكة,Makka,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,Wikidata: Q5806,https://www.wikidata.org/wiki/Q5806,,,Modern,,
Al Madina,464208930,المدينة,Al-Madina,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,GeoNames: 109223,http://www.geonames.org/109223/medina.html,,,Modern,,
Al Madina,464208930,المدينة المنورة,Al-Madina al-Manura,ar,Wikidata: Q35484,https://www.wikidata.org/wiki/Q35484,GeoNames: 109223,http://www.geonames.org/109223/medina.html,,,Modern,,
Tblisi,863903,تبليسي,Tblisi,ar,Wikidata: Q994,https://www.wikidata.org/wiki/Q994,,,,,Modern,,
Tblisi,863903,تفليس,Tiflis,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,,,,,Modern,,
Autisparate,874373,أرضروم,Adana,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,Wikidata: Q122803,https://www.wikidata.org/wiki/Q122803,GeoNames: 315368,http://www.geonames.org/315368/erzurum.html,Modern,,
Nishapur,952092,نیشابور‎‎,Nishabur,fa,Wikidata: Q131350,https://www.wikidata.org/wiki/Q131350,GeoNames: 122285,http://www.geonames.org/122285/nishabur.html,,,Modern,,
Nishapur,952092,نيسابور,Nisabur,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,Wikidata: Q131350,https://www.wikidata.org/wiki/Q131350,GeoNames: 122285,http://www.geonames.org/122285/nishabur.html,Modern,,
Kabul,59885,کابل,Kabul,ar,GeoNames: 1138958,http://www.geonames.org/1138958/kabul.html,Wikidata: Q5838,https://www.wikidata.org/wiki/Q5838,,,Modern,,
Kabul,59885,كابول,Kabul,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,,,,,Modern,,
Ardabil,884119,اردبیل,Ardabil,fa,Wikidata: Q180103,https://www.wikidata.org/wiki/Q180103,GeoNames: 143083,http://www.geonames.org/143083/ardabil.html,,,Modern,,
Ardabil,884119,أردبيل,Ardabil,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,Wikidata: Q180103,https://www.wikidata.org/wiki/Q180103,,,Modern,,
Jalula,894013,جلولاء,Gialaula,ar,Wikidata: Q3160754,https://www.wikidata.org/wiki/Q3160754,GeoNames: 95297,http://www.geonames.org/95297/jalawla.html,,,Modern,,
Jalula,894013,جلولا,Gialaula,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,Wikidata: Q3160754,https://www.wikidata.org/wiki/Q3160754,,,Modern,,
 ar-Riyāḍ ,464208935,الرياض,Ar-Riyad,ar,Wikidata: Q3692,https://www.wikidata.org/wiki/Q3692,Geonames: 108410,http://www.geonames.org/108410/riyadh.html,,,Modern,,
 ar-Riyāḍ ,464208935,القرامطة,Al-Qaramata,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,,,,,Modern,,
Pomaria,285501,تلمسان‎‎,Tilimsan,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,Wikidata: Q185134,https://www.wikidata.org/wiki/Q185134,,,,,
Pomaria,285501,Tlemsan,,ber,"Wikipedia, Tlemcen",https://en.wikipedia.org/wiki/Tlemcen,,,,,,,
Pomaria,285501,Třemsan,,ber,"Wikipedia, Tlemcen",https://en.wikipedia.org/wiki/Tlemcen,,,,,,,
Basra,912821,البصرة,Al-Basra,ar,Wikidata: Q48195,https://www.wikidata.org/wiki/Q48195,GeoNames: 99532,http://www.geonames.org/99532/basrah.html,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,,,
Smyrna,550893,إزمير,Izmir,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,,,,,,,
Karbala,890432540,كربلاء‎‎,Karbala,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,Wikidata: Q199909,https://www.wikidata.org/wiki/Q199909,,,,,
Aral Sea,442241741,بحيرة خوارزم,Buchaira Khuarizmi,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,"Wikipedia (Arabic), بحر_آرال",https://ar.wikipedia.org/wiki/%D8%A8%D8%AD%D8%B1_%D8%A2%D8%B1%D8%A7%D9%84,,,,,
Pontus Exinus,1224,البحر الآسود,Al-bachr al-Asud,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,Wikidata: Q166,https://www.wikidata.org/wiki/Q166,,,,,
Pontus Exinus,1224,بحر بنطش,Bachr Binitsh,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,"Wikipedia (Egyptian Arabic), البحر_الاسود",https://arz.wikipedia.org/wiki/%D8%A7%D9%84%D8%A8%D8%AD%D8%B1_%D8%A7%D9%84%D8%A7%D8%B3%D9%88%D8%AF,,,,,
Pontus Exinus,1224,بحر القسطنطينيه,Bachr al-Qustantiniya,arz,"Wikipedia (Egyptian Arabic), البحر_الاسود",https://arz.wikipedia.org/wiki/%D8%A7%D9%84%D8%A8%D8%AD%D8%B1_%D8%A7%D9%84%D8%A7%D8%B3%D9%88%D8%AF,,,,,,,
Daylam,884140,الديلم,Ad-Dailam,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,,,,,,,
Daylam,884140,ديلمان,Dailaman,ar,Wikidata: Q1157591,https://www.wikidata.org/wiki/Q1157591,,,,,,,
Ake,678010,عكا,aka,ar,Wikidata: Q126084,https://www.wikidata.org/wiki/Q126084,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,,,,,
Assegonia,236347,سانتياغو,Santiaghu,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,,,,,,,
Assegonia,236347,سانتياغو دي كومبوستيلا,Santiaghu di Kumbustila,ar,Wikidata: Q14314,https://www.wikidata.org/wiki/Q14314,,,,,,,
Shemakha,863891,شماخة,Shimakha,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,,,,,,,
Shemakha,863891,شاماخي,Shamakhi,ar,Wikidata: Q388224,https://www.wikidata.org/wiki/Q388224,,,,,,,
Shemakha,863891,Şamaxı,,az,Wikidata: Q388224,https://www.wikidata.org/wiki/Q388224,,,,,,,
 Rud-i Shahrawan ,971854,كوتسا,Kutsha,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,,,,,,,
 Maioma Ascalonitis ,687959,عسقلان,asqalan,ar,Wikidata: Q60956,https://www.wikidata.org/wiki/Q60956,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,GeoNames: 293400,http://www.geonames.org/293400/tel-ashqelon.html,,,
 Maioma Ascalonitis ,687959,אשקלון,,he,Wikidata: Q60956,https://www.wikidata.org/wiki/Q60956,GeoNames: 293400,http://www.geonames.org/293400/tel-ashqelon.html,,,,,
 Aigai(ai)/Aegeae ,658368,لاجاز,Lagaz,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,,,,,,,
 Aigai(ai)/Aegeae ,658368,Laias,,it,"Marco Polo, Il Milione, ch. 19",https://it.wikisource.org/wiki/Milione/19,,,,,Medieval,,
 Aigai(ai)/Aegeae ,658368,Lajazzo,,en,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,,,,,,,
 Hadrianoupolis ,501428,إدرنة,Idirna,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,,,,,,,
 Hadrianoupolis ,501428,أدرنة,Adirna,ar,Wikidata: Q43387,https://www.wikidata.org/wiki/Q43387,GeoNames: 747712,http://www.geonames.org/747712/edirne.html,,,,,
Maraccas,668305,Maraclea,,en,"Wikipedia, Maraclea",https://en.wikipedia.org/wiki/Maraclea,,,,,,,
Maraccas,668305,Khrab Marqiya,,en,"Wikiepdia, Maraclea",https://en.wikipedia.org/wiki/Maraclea,,,,,,,
Maraccas,668305,مرقلية,,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,,,,,,,
Maraccas,668305,قلعة المرقب,,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,,,,,,,
Sidon,678393,صيدا,,ar,Wikidata: Q163490,https://www.wikidata.org/wiki/Q163490,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,,,,,
Sidon,678393,Sayda,,tr,Wikidata: Q163490,https://www.wikidata.org/wiki/Q163490,,,,,,,
Sykamina,678404,يافا,Yiafa,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,,,,,,,
Sykamina,678404,حيفا,Chaifa,ar,Wikidata: Q41621,https://www.wikidata.org/wiki/Q41621,GeoNames: 294801,http://www.geonames.org/294801/haifa.html,,,,,
Sykamina,678404,חיפה,Hefa,he,Wikidata: Q41621,https://www.wikidata.org/wiki/Q41621,GeoNames: 294801,http://www.geonames.org/294801/haifa.html,,,,,
Alexandria ad Issum,658371,اسكندرونة,Iskandruna,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,,,,,,,
Alexandria ad Issum,658371,الإسكندرون‎‎,Al-Iskandrun,ar,Wikidata: Q174341,https://www.wikidata.org/wiki/Q174341,GeoNames: 311111,http://www.geonames.org/311111/iskenderun.html,,,,,
Alexandria ad Issum,658371,İskenderun,,tr,Wikidata: Q174341,https://www.wikidata.org/wiki/Q174341,GeoNames: 311111,http://www.geonames.org/311111/iskenderun.html,,,,,
Limassol,707587,ليماسول,Limasul,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,Wikidata: Q185632,https://www.wikidata.org/wiki/Q185632,,,,,
Amathe/Epiphaneia,668182,حماة,Chama,ar,Wikidata: Q173545,https://www.wikidata.org/wiki/Q173545,GeoNames:170017,http://www.geonames.org/170017/hamah.html,,,,,
Amathe/Epiphaneia,668182,حماه,Chamah,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,GeoNames:170017,http://www.geonames.org/170017/hamah.html,,,,,
Amathe/Epiphaneia,668182,חמה,,he,Wikidata: Q173545,https://www.wikidata.org/wiki/Q173545,,,,,,,
 Attalea ,638778,أنطاليا,Antaliya,ar,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,GeoNames:323777,http://www.geonames.org/323777/antalya.html,Wikidata: Q6487,https://www.wikidata.org/wiki/Q6487,,,
Bersabe,678059,صفد‎‎,Safad,ar,Wikidata: Q188336,https://www.wikidata.org/wiki/Q188336,GeoNames:293100,http://www.geonames.org/293100/safed.html,Historical Atlas of the Islamic World,https://www.worldcat.org/title/historical-atlas-of-the-islamic-world/oclc/128195009,,,
